loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
6450,6450,6450, 60 months,0.1969,169.78,E,E5,Temp Force / Department of Health,5 years,RENT,23000,Verified,11-Jun,Charged Off,"  Borrower added on 06/13/11 > I plan to use this loan in two parts, one is to get rid of a small charge card debt, so it will be paid in full and locked away for the rest of the year and then some months. The other part of the loan is to help pay off most of my credit card balance on my other card so I get this card paid off faster, and hope in full by the end of the year or less. I pay all my bills on time and since i did a few cuts on things, the pay back amount of this loan fits very well in my monthly budget right now. I been working at my location going on almost six years now and raises don't come at all, so with a little help from this loan it helps me get a lot closer to being credit card free or should i say lean one day soon. Thanks for you helping me.<br/>",credit_card,Credit Card Relieve,111xx,NY,22.12,0,Jan-96,0,,,3,0,12981,97.60%,3,6364.28,6364.28,2150.08,2443.08,0,1771.12,301.0904,13-Nov,30.45,19-Mar
10000,6800,6800, 36 months,0.0699,209.94,A,A3,"R. Young Enterprises, Inc.",1 year,MORTGAGE,57000,Not Verified,11-Jun,Charged Off,"  Borrower added on 06/20/11 > I intend to use the funds for the addition of two rooms to my existing residence.  I have never defaulted with any loan.  I have excellent credit.  The last i checked, my credit score was approx. 790.  My budget for this project is $10,000.00.  I've been in my line of work (construction industry) for over 10 years.<br/>",home_improvement,Home Improvement Loan,917xx,CA,17.24,0,Nov-91,1,,,10,0,45010,2.90%,38,3149.1,3149.1,2658.51,486.69,0,3.9,0,12-Oct,209.94,19-Mar
7500,7500,7500, 36 months,0.1059,244.09,B,B2,town of cicero,10+ years,RENT,36000,Not Verified,11-Jun,Charged Off,,debt_consolidation,Debt Consolidation Loan,608xx,IL,7.6,0,Jul-98,2,,,12,0,7838,18.10%,29,3696.35,3696.35,3045.09,643.14,0,8.12,0,12-Jul,244.09,19-Mar
10000,10000,9975, 60 months,0.2025,266.34,F,F1,Hayward Unified School District,10+ years,RENT,56000,Verified,11-Jun,Charged Off,"  Borrower added on 06/14/11 > I am willing to pay a 20% plus rate and provide any necessary information or documents needed to have this loan fully funded. With this loan my wedding will be paid for and I will only have one monthly payment, rather than multiple payments.  Thank you for all of your support.<br/>",wedding,Wedding,945xx,CA,13.07,1,Oct-98,0,6,,8,0,5566,26.70%,20,2139.89,2134.56,608.97,984.27,0,546.65,97.533,12-Jan,266.34,16-Oct
12000,11550,11475, 36 months,0.0542,348.35,A,A1,navy,2 years,RENT,36000,Source Verified,11-Jun,Charged Off,"  Borrower added on 06/13/11 > LOAN IS tO PUchASE A DREAM OF LIFE tIME.<br/> Borrower added on 06/13/11 > vERY StABLE A GOOD BORROWER PER MY cREDI SORE<br/> Borrower added on 06/13/11 > this is loan is to help in the aquisition of a special nitch retail business, that has been operating for 12 years, wtih an enviable profit record. this money will help aquire the business and expand the business, am good borrower as evidenced by my excellent credit score with very stable job. this is a dream of a lif time purchase<br/> Borrower added on 06/19/11 > i would like to thank each and everyone of you who has invested in funding ths loan. your investment will not go to waste, it will yield the expected returns you hope to receiveon it. for you prospective investors out there, i encourage you to jump onboard and make this dream come true for your investments will not be in vain either. i look forward to having you all help me in bringing this project to fruition. thanks once again<br/> Borrower added on 06/23/11 > with your help this loan has come a long way to surpassing the 50% mark and heading to a 100% funding. with only 4 more days to go, am still counting on your support to hit this great mile stone.<br/> Borrower added on 06/26/11 > guys am here for the rest of time before this loan close so if<br/> Borrower added on 06/26/11 > guys am here for the remaining time before this closes by tomorrow so if anybody has any question please feel free to post it and I, ll happy to answer them.we are a little over 10% to go, so please sign and invest.thanks<br/>",major_purchase,Major Purchase Loan,322xx,FL,11.77,0,4-Aug,0,,,9,0,3639,14.80%,12,8708.75,8652.34,7798.14,886.11,0,24.5,8.48,13-Aug,348.35,13-Aug
6000,6000,6000, 36 months,0.0999,193.58,B,B1,AFFILIATED COMPUTER SERVICES,2 years,RENT,43000,Source Verified,11-Jun,Charged Off,,credit_card,Credit Card Loan,276xx,NC,22.58,0,Aug-97,1,,,17,0,1337,14.10%,20,2933.03,2933.03,2118.84,585.54,0,228.65,2.3,12-Aug,193.58,19-Mar
25000,25000,24975, 60 months,0.1099,543.44,B,B3,,10+ years,MORTGAGE,62695,Verified,11-Jun,Charged Off,  Borrower added on 06/16/11 > - My APR's range from 13-24%. I am looking to consolidate them to a lower rate  <br/>-I have not been deliquent or submitted late payment to any creditors<br/>-Credit Rating is excellent<br/>,debt_consolidation,GC CONSOLIDATION,088xx,NJ,3.79,0,Oct-78,0,24,,11,0,7074,15.50%,31,16345.87,16329.58,9163.1,4965.01,0,2217.76,22.1643,13-Oct,33.54,18-Aug
5000,5000,5000, 36 months,0.1299,168.45,C,C1,,n/a,RENT,30000,Not Verified,11-Jun,Charged Off,,debt_consolidation,debt consolodation,150xx,PA,4,0,Sep-99,2,55,,5,0,1971,24.60%,15,1347.6,1347.6,947.87,396.69,0,3.04,0,12-Mar,168.45,11-Dec
14400,14400,14400, 60 months,0.1199,320.25,B,B5,State Compensation Insurance Fund,6 years,RENT,34800,Source Verified,11-Jun,Charged Off,  Borrower added on 06/13/11 > I plan to use the funds to consolidate my debt. I have a good credit score and I make all my payments on time. I currently have a job as a State worker and I'm very reliable.<br/>,debt_consolidation,Debt Consolidation,913xx,CA,23.9,0,Sep-78,0,,,6,0,23079,66.70%,16,4803.75,4803.75,2829.71,1958.59,0,15.45,0,12-Oct,320.25,19-Mar
2800,2800,2800, 36 months,0.0849,88.38,A,A5,,n/a,MORTGAGE,15204,Not Verified,11-Jun,Charged Off,  Borrower added on 06/14/11 > I would like to get a loan to take my mom on a vacation before she dies. Her health isn't too good and she has always wanted to go to the Grand Ole Opry. I would like to take her if I could.<br/>,other,Pesonal,618xx,IL,22.65,0,6-Mar,2,,,5,0,7701,29.20%,7,1414.08,1414.08,1148.27,254.77,0,11.04,0,12-Nov,88.38,19-Mar
8000,8000,8000, 60 months,0.1649,196.64,D,D3,Columbia Bank,10+ years,MORTGAGE,70000,Source Verified,11-Jun,Charged Off,  Borrower added on 06/12/11 > debit consolidation<br/> Borrower added on 06/12/11 > consolidation of high interest credit cards<br/>,debt_consolidation,consoildation,320xx,FL,11.23,0,Jan-84,2,46,106,22,1,11344,51.60%,46,4479.84,4479.84,536.25,638.79,0,3304.8,561.816,11-Dec,196.64,18-Aug
6000,6000,6000, 36 months,0.0749,186.61,A,A4,La curacao,6 years,RENT,48000,Not Verified,11-Jun,Charged Off,,car,Pay off my Car loan,927xx,CA,25.85,0,2-Aug,0,,,11,0,4286,27.80%,16,1578.97,1578.97,1060.46,241.61,0,276.9,49.086,12-Feb,186.61,16-Oct
3625,3625,3625, 36 months,0.1059,117.98,B,B2,"GCE, Inc.",2 years,RENT,58000,Source Verified,11-Jun,Charged Off,"  Borrower added on 06/14/11 > I'm very grateful for this and will never forget it forever. If there is any chace to even get the 100% finance, this wedding would be even be better and I would be very appreciative even more.<br/>",wedding,MyLove11,201xx,VA,13.3,0,Oct-98,0,,,6,0,367,30.60%,12,391.31,391.31,172.2,63.02,0,156.09,1.46,11-Aug,117.98,16-Oct
6000,6000,5975, 36 months,0.1059,195.27,B,B2,World Security Bureau,< 1 year,RENT,19200,Not Verified,11-Jun,Charged Off,  Borrower added on 06/11/11 > I will use this money to consolidate my credit card bills. I feel that it is easier to pay a set amount of money for a specific time frame than to keep paying credit card companies over many of years. I am a good borrower and always repays my debt.<br/>,debt_consolidation,Helping ,606xx,IL,12.31,0,Oct-00,1,,,9,0,5815,49.70%,15,3137.17,3124.11,2263.22,656.51,0,217.44,37.4616,12-Oct,195.27,16-Oct
12000,12000,12000, 60 months,0.1879,309.91,E,E3,BCT PRINTING,10+ years,RENT,40000,Source Verified,11-Jun,Charged Off,"  Borrower added on 06/11/11 > CONSOLIDATION<br/> Borrower added on 06/14/11 > Bank Confirmed<br/>Continued employment prospect - Excellent<br/>Grateful to lending club for this opportunity<br/> Borrower added on 06/15/11 > My rent is low, no car payments - low insurance. The estimated loan payment is less than what I now pay now.<br/> Borrower added on 06/18/11 > Being able to see just one bill will reduce anxiety - create greater financial vision and future planning.<br/>",debt_consolidation,DEBT CONSOLIDATION,891xx,NV,20.52,0,Oct-95,1,,93,11,1,13503,78.30%,21,1549.55,1549.55,626.96,916.44,0,6.15,0,11-Dec,309.91,19-Mar
4800,4800,4800, 36 months,0.089,152.42,A,A5,Five County Assoc of Governments,6 years,MORTGAGE,24600,Not Verified,11-Jun,Charged Off,"I am requesting a loan in order to purchase a lower mpg vehicle. I am researching and will bid on used vehicles with high ratings, lower mileage, and high mpg.",car,"Mazda Miata ""Smurf"" Blue",847xx,UT,7.85,0,Jul-99,1,24,,4,0,877,28.50%,21,1981.46,1981.46,1585.3,392.65,0,3.51,0,12-Jul,152.42,19-Mar
24000,16450,16425, 60 months,0.1807,418.35,D,D4,GT Midwest,10+ years,RENT,72000,Verified,11-Jun,Charged Off,"  Borrower added on 06/11/11 > funds will be used to pay off higher interest debt. I have been employed at the same company for 16 years, never defaulted on a loan.<br/>",debt_consolidation,Debt consolidation,641xx,MO,21.08,1,Apr-93,2,9,,7,0,19662,80.60%,23,2510.1,2506.31,1060.27,1442.99,0,6.84,0,11-Dec,418.35,19-Mar
9600,9600,9600, 60 months,0.202,255.42,E,E3,ace metal craft,< 1 year,OWN,35004,Source Verified,11-Jun,Charged Off,  Borrower added on 06/10/11 > I have a very good job I pay all my bills on time and I have a constaint flow of money into my account at all times I will have no problem paying back the loan due to the fact that I only spend money when it is needed<br/>,debt_consolidation,Debt Consolidation Loan,601xx,IL,5.52,0,7-Feb,2,,,5,0,5167,68.80%,9,9689.08,9689.08,4409.62,4530.08,0,749.38,7.493800004,14-Jun,28.8,16-Oct
15975,15975,15975, 60 months,0.2099,432.09,E,E5,Leam Drilling Systems,8 years,MORTGAGE,225000,Verified,11-Jun,Charged Off,"  Borrower added on 06/10/11 > Loan for a non criminal lawyer. My monthly expenses average $5,000.<br/>",other,Legal Fees,773xx,TX,5.71,0,Sep-99,1,45,,10,0,10852,80.50%,27,22236.31,22236.31,12017.02,9533.08,0,686.21,123.5178,15-Aug,432.09,16-Oct
18000,13250,13250, 60 months,0.2264,370.79,F,F4,,2 years,RENT,60000,Not Verified,11-Jun,Charged Off,"  Borrower added on 06/11/11 > Clearing up high interest rates<br/> Borrower added on 06/13/11 > I would like to take this time to Thank all the investors.  I will not let you down, this will help me a great deal.  Thank you again.<br/> Borrower added on 06/16/11 > I appreciate the confidence that my investors have in me..I will not let you down,,,,thank you again<br/> Borrower added on 06/24/11 > With 7 hours to go, this is wonderful to see just how many investors have this confidence in me.  Without you all this wouldn't be possible... I once again want to say I will not let you down, thank you.<br/>",debt_consolidation,Debt Consolidation Loan,282xx,NC,18,0,Sep-89,3,36,82,11,1,18635,90%,32,2057.04,2057.04,494.7,981.38,0,580.96,5.57,11-Oct,370.79,18-Apr
2500,2500,2500, 36 months,0.1384,85.25,C,C2,,n/a,RENT,19464,Verified,11-Jun,Charged Off,"  Borrower added on 06/10/11 > I'm using the funds to pay for hospitalization bills, credit card debt &amp; other expenses.<br/>What makes me a good borrower is that I pay my debts first monthly.<br/>I don't have to pay monthly rent.<br/>I've been receiving this monthly income for 4 years now. Very stable!<br/>",other,Personal Loan,754xx,TX,13.87,0,Nov-94,3,25,115,5,1,792,13.10%,20,469.87,469.87,214.05,111.11,14.96129032,129.75,23.1966,11-Nov,85.25,18-May
2800,2800,2800, 36 months,0.089,88.91,A,A5,East Baton Rouge Parish School System,10+ years,RENT,54000,Source Verified,11-Jun,Charged Off,,other,Summer 2011,708xx,LA,13.49,0,Mar-85,0,24,,10,0,25619,83.40%,23,2820.41,2820.41,2339.14,390.8,14.95023057,75.52,0.642000003,14-Jan,88.91,16-Oct
16800,16800,16775, 60 months,0.1611,409.53,C,C5,Metroplitan Police Department,5 years,MORTGAGE,58764,Verified,11-Jun,Charged Off,  Borrower added on 06/10/11 > Thank you for giving me the opportunity to consolidate my monthly bill. I will be paying all my credit cards and the remainder of car note. That will help decreased my monthly bill and I will make more than the minimum payment every month.<br/> Borrower added on 06/10/11 > thank you very much again<br/>,debt_consolidation,Consolidation,201xx,VA,16.36,0,Feb-99,2,25,73,13,1,8043,38.70%,28,4829.87,4822.74,1939.13,2363.89,0,526.85,6.02,12-Jul,215,16-Oct
14075,10850,10825, 60 months,0.1212,242.02,B,B4,California Pizza Kitchen,< 1 year,MORTGAGE,56000,Verified,11-Jun,Charged Off,,debt_consolidation,MK Consolidation,301xx,GA,21.04,0,Jul-90,1,,,17,0,3414,10.50%,37,4598.38,4587.86,2739.14,1857.6,0,1.64,0,13-Feb,32.49,19-Mar
30000,18975,18950, 60 months,0.1939,496.31,E,E1,Storer Transit Systems,1 year,RENT,60000,Verified,11-Jun,Charged Off,"  Borrower added on 06/11/11 > Debt Consolidation of Credit Card, Auto Loans and miscellanous debt. I have never been un-employed in the past 40 years.I work in a public service oriented business. This loan would cut my monthly expenses by 50%.<br/> Borrower added on 06/15/11 > Answer to Member 968567<br/>This Loan will consolidate all of my personal Debt. 25% of this Loan is Credit Cards 25% of this Loan is Car Loans. and 50% of Loan is a Promissary Note coming due. The promissary note is due to a failed business adventure. If hindsight was 20-20 I would of taken another path.<br/> Borrower added on 06/17/11 > The large revolving credit balance is due to a prommisary note that I have due to start up costs related to my business venture that I started in 2009. The note is coming due and this loan would greatly improve my ability to consolidate all my debt into one payment and cut my monthly payments on everything I am paying out by 50%. This loan would be a tremendous solution to my monthly payouts and consolidate to one payment.The business I went into was to supplement my income, not drain it.<br/> Borrower added on 06/22/11 > I would like to thank the 219 investors that have put their trust in my loan to get me to the 60% Funding Level. Their is still time to get me to the 100% Level in the next day. Again I would like to just say THANK YOU!!!<br/>",debt_consolidation,Debt Consolidation Loan,953xx,CA,18.36,0,May-96,0,74,,6,0,7319,69%,22,27154.91,27119.23,16142.58,10619.95,0,392.38,70.62840001,16-Jan,496.31,17-Apr
18000,12525,12525, 60 months,0.2182,344.65,F,F2,BILLABONG USA,< 1 year,RENT,50000,Source Verified,11-Jun,Charged Off,,debt_consolidation,DEBT CONSOLIDATION,926xx,CA,12.31,0,Jan-00,3,,,9,0,26949,71.10%,27,10517.91,10517.91,4011.19,5261.53,17.16500943,1228.02,12.20489999,13-Sep,344.65,16-Oct
12000,12000,11975, 36 months,0.0791,375.54,A,A4,Ez Prints Inc,5 years,MORTGAGE,39996,Verified,11-Jun,Charged Off,  Borrower added on 06/09/11 > I plan to use the funds to pay off high interest credit cards.<br/>I always pay my bills and debt off and on time.<br/>I have a stable job that I have been with for about 5 years.<br/> Borrower added on 06/13/11 > My long term goal is to have no credit card debt in less than 3 years.<br/>,debt_consolidation,Debt Consolidation,305xx,GA,24.63,1,1-Oct,0,17,,13,0,5600,14.80%,24,6008.64,5996.15,4979.05,1022.55,0,7.04,0,12-Oct,375.54,19-Mar
10000,10000,10000, 36 months,0.1163,330.38,B,B3,T-Mobile,1 year,RENT,35000,Verified,11-Jun,Charged Off,"  Borrower added on 06/09/11 > Thank you for the pre approval for the loan.<br/> Borrower added on 06/13/11 > The loan is for my hospital bill, due to a broken arm<br/>",medical,Medical,607xx,IL,9.02,0,8-Feb,1,,,8,0,1479,19.20%,10,7535.34,7535.34,5626.23,1618.9,16.49926707,273.71,3,13-May,677.28,16-Oct
11200,11200,11200, 36 months,0.0742,347.98,A,A3,First Health Montgomery Hospital,4 years,MORTGAGE,50400,Source Verified,11-Jun,Charged Off,  Borrower added on 06/13/11 > Boat Loan and pay off credit cards<br/>,major_purchase,Boat Loan,273xx,NC,6.12,0,3-Apr,0,,,7,0,10106,59.40%,24,8566.31,8566.31,7170.34,1163.88,0,232.09,2.308500002,13-Jun,381.92,16-Oct
27000,17425,17175, 60 months,0.2069,468.38,E,E4,Shepardville Construction,10+ years,MORTGAGE,170000,Source Verified,11-Jun,Charged Off,"  Borrower added on 06/09/11 > I am looking to pay off my current credit cards that are at a higher rate and have one payment to pay for the 5 year term, which is less than I am currently paying to them now.  Reviewing my current credit report, I have paid timely each month on all of the monies owed on my current debt.  Thank you!<br/>",debt_consolidation,Loan Consolidation,064xx,CT,5.16,0,Sep-91,0,,,6,0,12263,93.60%,11,9367.6,9233.17,3963.85,5388.35,0,15.4,0,13-Feb,468.38,17-Jul
35000,35000,34975, 36 months,0.1163,1156.33,B,B3,"Steven W. Rickard and Associates, Inc.",10+ years,MORTGAGE,487000,Verified,11-Jun,Charged Off,,home_improvement,Florida Pool Loan,171xx,PA,12.16,0,Apr-93,1,,,17,0,26803,57.10%,50,26478.3,26459.49,17917.52,5206.95,0,3353.83,505.5012,13-Mar,26.8,19-Mar
16000,16000,15750, 60 months,0.1611,390.03,C,C5,Brevard County Sheriffs Office,10+ years,MORTGAGE,50000,Not Verified,11-Jun,Charged Off,"  Borrower added on 06/09/11 > get credit card paid off, repair debt from water damage paid off due to insurance company declining claim.<br/> Borrower added on 06/09/11 > pay off credit card, pay for home repairs<br/>",credit_card,credit card/home improvement,327xx,FL,22.8,0,Oct-93,0,,,7,0,18558,72.50%,29,8580.66,8446.12,4431.89,4147.98,0,0.79,0,13-May,35.64,19-Mar
